service,property,property_class,property_type
AarhusTrafficData195817,Property-f5fcb690-5907-4d5f-b3b0-60761e933687,VehicleCount,traffic_report
AarhusTrafficData195843,Property-062f4310-8d48-46ed-8329-a0399f227c30,CongestionLevel,traffic_report
AarhusTrafficData195843,Property-20aa7913-3eee-4e7e-9a9b-786d59146289,VehicleCount,traffic_report
AarhusTrafficData195843,Property-2b112e58-a598-4cd9-82c6-c5ec8ac63829,EstimatedTime,traffic_report
AarhusTrafficData195843,Property-6cba0fc4-5382-4190-a45e-c6a7a97d48b7,MeasureTime,traffic_report
AarhusTrafficData195843,Property-ca315949-5bb0-47b9-9ff0-b316340641d7,AvgSpeed,traffic_report
AarhusTrafficData195870,Property-61fd43ae-6cfb-4c2b-b479-d1ea8044dca8,VehicleCount,traffic_report
AarhusTrafficData195870,Property-6a324ece-dfb1-46f0-b164-605c8bcbb5fc,MeasureTime,traffic_report
AarhusTrafficData195870,Property-8d0d660d-b6b0-4080-89ff-b23f9f13ab92,CongestionLevel,traffic_report
AarhusTrafficData195870,Property-97475dac-dee0-4d24-bbcf-1f115a45a971,EstimatedTime,traffic_report
AarhusTrafficData195870,Property-a0e5c5b5-8b30-4511-90bb-de8b4f7aaf78,AvgSpeed,traffic_report
AarhusTrafficData195896,Property-15ec1ee2-ff67-47da-a4ea-0cb8fc666790,AvgSpeed,traffic_report
AarhusTrafficData195896,Property-4ec44311-d052-459a-bfa5-befcd2b23a79,CongestionLevel,traffic_report
AarhusTrafficData195896,Property-8f4dc6de-0ce4-41f9-816b-081d5550728e,EstimatedTime,traffic_report
AarhusTrafficData195896,Property-955fa48c-17d4-4213-ac8f-fec578b20308,MeasureTime,traffic_report
AarhusTrafficData195896,Property-c29b0674-26f3-4c15-ad18-b633758b59ed,VehicleCount,traffic_report
AarhusTrafficData195923,Property-a7b16b15-80b4-4242-86d6-2593082a6516,EstimatedTime,traffic_report
AarhusTrafficData195923,Property-ab4dbac3-4d24-4edc-98d9-da3831ebc7ac,AvgSpeed,traffic_report
AarhusTrafficData195923,Property-bc879780-4831-4ba4-80bf-d21ba4c00ac0,VehicleCount,traffic_report
AarhusTrafficData195923,Property-c9de34b2-980b-4b85-af9e-6f4cb592b984,MeasureTime,traffic_report
AarhusTrafficData195923,Property-f504906a-986f-4198-90ee-4d43e138d895,CongestionLevel,traffic_report
AarhusTrafficData197274,Property-06cb10a8-cd19-4285-bd31-ef39e061b34b,AvgSpeed,traffic_report
AarhusTrafficData197274,Property-2d734bf4-26a5-43b0-8f5e-7fbe7215e80f,EstimatedTime,traffic_report
AarhusTrafficData197274,Property-57897f70-00a5-4b29-8278-aa768f8b9bb4,CongestionLevel,traffic_report
AarhusTrafficData197274,Property-79ca5178-c98d-4273-be54-4247ac2b37cd,VehicleCount,traffic_report
AarhusTrafficData197274,Property-c130251e-327f-4bde-a543-0851fc32b37d,MeasureTime,traffic_report
AarhusTrafficData197302,Property-6734bad9-d0cb-49f7-8799-81ab402553b9,CongestionLevel,traffic_report
AarhusTrafficData197302,Property-790f14c9-f43a-49ce-b69b-29a603c95ac2,AvgSpeed,traffic_report
AarhusTrafficData197302,Property-7ba1ac08-833b-40c5-8673-716e59f4c0e6,VehicleCount,traffic_report
AarhusTrafficData197302,Property-9364f08e-d4e5-4dee-9178-f33961f639f1,MeasureTime,traffic_report
AarhusTrafficData197302,Property-f43480c1-a324-4bcb-983e-7b2e55782ea6,EstimatedTime,traffic_report
AarhusTrafficData197328,Property-6c85e4a6-9d8e-4a6a-83f0-4e048d719190,MeasureTime,traffic_report
AarhusTrafficData197328,Property-af0d390f-3bf0-4354-b580-887559bab76e,EstimatedTime,traffic_report
AarhusTrafficData197328,Property-ccfe3434-c480-44f8-846c-87ccad1a7070,CongestionLevel,traffic_report
AarhusTrafficData197328,Property-d53a1bed-bf36-42c1-a4c7-f501602745f3,VehicleCount,traffic_report
AarhusTrafficData197328,Property-ff8f4b3b-9674-4fc0-b1ff-7f632f62783f,AvgSpeed,traffic_report
AarhusTrafficData197355,Property-25fb343d-daa9-495e-8054-d137f6e5f17e,VehicleCount,traffic_report
AarhusTrafficData197355,Property-2aa9a6b4-e1d8-4f81-9c23-1ae4bacd4b14,CongestionLevel,traffic_report
AarhusTrafficData197355,Property-6b9c02af-1636-467d-a462-ac8c6f1e296a,AvgSpeed,traffic_report
AarhusTrafficData197355,Property-a0c2aa05-6404-475c-846c-803ef1487c8a,EstimatedTime,traffic_report
AarhusTrafficData197355,Property-c0531ad8-b952-4da8-8fe7-4d2c347fd0ed,MeasureTime,traffic_report
AarhusTrafficData197381,Property-2cb31f10-2542-4739-93f9-56425790cb07,VehicleCount,traffic_report
AarhusTrafficData197381,Property-7e17e5bd-d0d8-4d6e-b714-ee90b93d7f45,EstimatedTime,traffic_report
AarhusTrafficData197381,Property-a87e8e8c-62e3-42ce-a8d3-15df244de000,AvgSpeed,traffic_report
AarhusTrafficData197381,Property-ab3799bd-1c4c-42ba-9e90-9a025d1f6a4d,MeasureTime,traffic_report
AarhusTrafficData197381,Property-bc7236d8-ba9a-4f08-bd40-3a3489124614,CongestionLevel,traffic_report
AarhusTrafficData197408,Property-0ab60e23-db16-4881-beaf-1949318d64d6,VehicleCount,traffic_report
AarhusTrafficData197408,Property-27a8cd8a-1dbb-4032-b2c5-970bff2c3f82,CongestionLevel,traffic_report
AarhusTrafficData197408,Property-4ba14c9d-3780-4ce7-ae40-0a6be4723adb,AvgSpeed,traffic_report
AarhusTrafficData197408,Property-d3e36cff-ffe6-4ffc-bbc1-4f34eb97eeb0,MeasureTime,traffic_report
AarhusTrafficData197408,Property-d7a6078b-48a0-4689-b621-67f8458653f2,EstimatedTime,traffic_report
AarhusTrafficData197434,Property-23d3ae54-3ec9-468a-880e-558640034de7,EstimatedTime,traffic_report
AarhusTrafficData197434,Property-6b55b1af-15d0-416d-957e-ab946246d880,AvgSpeed,traffic_report
AarhusTrafficData197434,Property-c0254af6-e690-4fb7-9c3d-093d7b308267,MeasureTime,traffic_report
AarhusTrafficData197434,Property-c2911615-52d9-4a32-afa2-432fd366d265,CongestionLevel,traffic_report
AarhusTrafficData197434,Property-ed2e1b26-05af-4936-b96b-f5d40ba2b80c,VehicleCount,traffic_report
AarhusTrafficData197463,Property-2d8f6a6d-241f-4803-a8a9-c7f46cd3888e,EstimatedTime,traffic_report
AarhusTrafficData197463,Property-81c5e142-9f6a-4c41-bbd3-6dca70b29f4d,AvgSpeed,traffic_report
AarhusTrafficData197463,Property-85532a4c-6025-463c-a1d2-ce1f939f6616,VehicleCount,traffic_report
AarhusTrafficData197463,Property-8fcadad2-f6b9-466d-ad93-b630ea13ab90,MeasureTime,traffic_report
AarhusTrafficData197463,Property-ff266abf-c2c0-481a-a033-b79676084a13,CongestionLevel,traffic_report
AarhusTrafficData197489,Property-2da2b97b-accb-472e-bf77-72cd408cdbf1,EstimatedTime,traffic_report
AarhusTrafficData197489,Property-5a6c13c0-b3ff-4809-9580-08e4d166f78a,MeasureTime,traffic_report
AarhusTrafficData197489,Property-701e34ff-247b-412f-86f7-845b132fe44c,VehicleCount,traffic_report
AarhusTrafficData197489,Property-8b914918-dfc9-421e-ab50-cd941f26afa6,CongestionLevel,traffic_report
AarhusTrafficData197489,Property-b29670ec-bd40-4bfd-a517-3773263b3d92,AvgSpeed,traffic_report
AarhusTrafficData197518,Property-61918403-f312-4bbb-aca9-e31af4e4bc38,VehicleCount,traffic_report
AarhusTrafficData197518,Property-7c392515-b536-474b-a19f-cf7347ea6fe4,MeasureTime,traffic_report
AarhusTrafficData197518,Property-a158dbc1-2325-496b-9978-aa0d441450e7,AvgSpeed,traffic_report
AarhusTrafficData197518,Property-cab75a39-d3d7-473d-9d9a-062de0b3d4d1,CongestionLevel,traffic_report
AarhusTrafficData197518,Property-e8ebea80-0a99-44ad-9254-9ecaef64b26e,EstimatedTime,traffic_report
AarhusTrafficData197544,Property-0b47f140-4d35-4163-b982-d7279b1b44ed,EstimatedTime,traffic_report
AarhusTrafficData197544,Property-48ef8dd4-d26b-4ba8-a0a5-73f8c9cb72cc,MeasureTime,traffic_report
AarhusTrafficData197544,Property-665b0336-896e-4d1a-9cb4-86266f6af0dd,AvgSpeed,traffic_report
AarhusTrafficData197544,Property-73bc4c0a-053b-4fc7-8ef8-890e3b29e16a,CongestionLevel,traffic_report
AarhusTrafficData197544,Property-d2eb0ba6-189f-4305-bb9d-c46d7d90b5f1,VehicleCount,traffic_report
AarhusTrafficData197572,Property-025f9d47-2f57-4305-a6b4-2e13bf54e5cb,VehicleCount,traffic_report
AarhusTrafficData197572,Property-0d68d5fd-cc12-4bfb-98d5-cbb4cf13091d,AvgSpeed,traffic_report
AarhusTrafficData197572,Property-4343fb25-2c57-4581-8cdf-9b07f1ce2035,EstimatedTime,traffic_report
AarhusTrafficData197572,Property-68e4a17c-cac4-4209-866a-9236131fb23c,CongestionLevel,traffic_report
AarhusTrafficData197572,Property-9ee4cb1f-4b12-4094-a05d-4b977a3b774b,MeasureTime,traffic_report
AarhusTrafficData197598,Property-3d556bda-77cd-4324-96fc-1dbd9eedc641,VehicleCount,traffic_report
AarhusTrafficData197598,Property-6120680d-43e4-4328-b43a-d13610ef2237,MeasureTime,traffic_report
AarhusTrafficData197598,Property-9b772aa7-effb-4460-8acc-b6528cb48118,AvgSpeed,traffic_report
AarhusTrafficData197598,Property-f7878e14-da2d-41f1-9a11-f35799a4e8bc,CongestionLevel,traffic_report
AarhusTrafficData197598,Property-fc4fb82d-496e-4895-a7ab-bb77253b9c14,EstimatedTime,traffic_report
AarhusTrafficData197626,Property-2c9b4a5f-e019-491d-8558-04c1433123ca,EstimatedTime,traffic_report
AarhusTrafficData197626,Property-3adf08a5-c01f-4382-af88-837f5d62b849,VehicleCount,traffic_report
AarhusTrafficData197626,Property-46c5fa38-a034-4375-b150-8b90de15d885,MeasureTime,traffic_report
AarhusTrafficData197626,Property-4dea752b-2ea9-4894-92a0-ae8399c6e4aa,AvgSpeed,traffic_report
AarhusTrafficData197626,Property-9644ec0e-e872-4643-b21c-fd176918cd7b,CongestionLevel,traffic_report
AarhusTrafficData197652,Property-08af6c82-b193-48b6-9a83-4f987bdc58e4,MeasureTime,traffic_report
AarhusTrafficData197652,Property-5c77360b-01d6-41f6-8e35-d9884063c7ed,VehicleCount,traffic_report
AarhusTrafficData197652,Property-b6a023ea-9c7c-47fb-9755-acd5c293915f,AvgSpeed,traffic_report
AarhusTrafficData197652,Property-c8567c09-90bc-4e02-84ae-331f4093b948,CongestionLevel,traffic_report
AarhusTrafficData197652,Property-de7f73d0-4c8e-40f2-a067-7af465909c22,EstimatedTime,traffic_report
AarhusTrafficData197679,Property-3b414a0e-f0c8-4a17-99d8-fa09928806b5,EstimatedTime,traffic_report
AarhusTrafficData197679,Property-3dc9a2dc-4e2b-445c-bd68-d02ea3f35394,AvgSpeed,traffic_report
AarhusTrafficData197679,Property-6c9c5ac1-9f50-4b1c-8ade-307075acdb4d,CongestionLevel,traffic_report
AarhusTrafficData197679,Property-a2b7c3e2-6a59-4964-8f31-03846f4738d7,MeasureTime,traffic_report
AarhusTrafficData197679,Property-c81013c9-1444-4170-a33d-4fa146f7f25b,VehicleCount,traffic_report
AarhusTrafficData197705,Property-36826551-cd81-4be6-95c8-cdfca8728510,VehicleCount,traffic_report
AarhusTrafficData197705,Property-87fcd629-f330-487f-b4cf-2f07c686b8c5,CongestionLevel,traffic_report
AarhusTrafficData197705,Property-8cc9a42b-c651-4e4a-9108-5305dbccb41e,EstimatedTime,traffic_report
AarhusTrafficData197705,Property-9db2b135-280d-4ff9-8fa8-e6e98f4c4db3,MeasureTime,traffic_report
AarhusTrafficData197705,Property-d8174a75-deff-4bb8-b336-c8b9d7a9d6d6,AvgSpeed,traffic_report
AarhusTrafficData197734,Property-375ac2b8-9a6b-4c56-a337-568a95adf6e5,CongestionLevel,traffic_report
AarhusTrafficData197734,Property-a54546d8-9d37-44a1-a380-b1ad46cc2d49,AvgSpeed,traffic_report
AarhusTrafficData197734,Property-d6e3e633-07de-4c9d-95dd-cf511f9cf2c9,VehicleCount,traffic_report
AarhusTrafficData197734,Property-e611fc7d-ba76-4136-bb13-dc8ccce341a9,MeasureTime,traffic_report
AarhusTrafficData197734,Property-e71038f5-13b1-4a75-bf9e-45e0fab7a8ec,EstimatedTime,traffic_report
AarhusTrafficData197760,Property-2c068b19-5bd5-41f5-9846-290795a4ae87,VehicleCount,traffic_report
AarhusTrafficData197760,Property-623a262e-ca0d-4a90-96fd-6d91f6ec8167,EstimatedTime,traffic_report
AarhusTrafficData197760,Property-80f0b64e-5723-4991-b725-cfe7e4bbe536,CongestionLevel,traffic_report
AarhusTrafficData197760,Property-8537c554-99f0-4329-bd6e-6cbd927c37ca,AvgSpeed,traffic_report
AarhusTrafficData197760,Property-ce4dd8ab-c8b8-4d83-8732-e5ab17c64d4e,MeasureTime,traffic_report
AarhusTrafficData197788,Property-7ffff7a6-5d99-43e2-ad16-f72699a95d50,CongestionLevel,traffic_report
AarhusTrafficData197788,Property-8b58d3ea-01eb-42a6-b266-57808a9e598a,AvgSpeed,traffic_report
AarhusTrafficData197788,Property-ec32f3d1-bf3b-43f1-b972-fb6b5d29426c,VehicleCount,traffic_report
AarhusTrafficData197788,Property-f7d2a9b4-fda1-403a-bbd6-5fa81a074b96,MeasureTime,traffic_report
AarhusTrafficData197788,Property-fcca14da-1332-4e78-aa6b-bb261931deef,EstimatedTime,traffic_report
AarhusTrafficData197814,Property-03427125-164f-4b6d-b1f3-1ac4b1b05706,AvgSpeed,traffic_report
AarhusTrafficData197814,Property-0e14cbce-9837-4cce-8a01-d14193676c68,CongestionLevel,traffic_report
AarhusTrafficData197814,Property-85ef80d2-aba1-4441-8274-2bcecd7bc04f,VehicleCount,traffic_report
AarhusTrafficData197814,Property-918e72ac-0823-4414-9f79-25b2c27440aa,MeasureTime,traffic_report
AarhusTrafficData197814,Property-e038d77f-603c-4c87-986c-40855cf667a2,EstimatedTime,traffic_report
AarhusTrafficData197842,Property-01d90676-a0ff-42be-845e-f7162c471fd9,EstimatedTime,traffic_report
AarhusTrafficData197842,Property-2ddb9850-2809-4334-ad9a-eecf0ff4bceb,CongestionLevel,traffic_report
AarhusTrafficData197842,Property-5340aff4-0d05-4be0-80f5-e789d2bcbba4,VehicleCount,traffic_report
AarhusTrafficData197842,Property-a51e2aea-401f-4deb-ba38-dcc310cbd30d,MeasureTime,traffic_report
AarhusTrafficData197842,Property-e16688ce-ebb1-45c1-b191-2a1b7dc497ff,AvgSpeed,traffic_report
AarhusTrafficData197868,Property-302196cb-7c1b-45bb-9bca-c058e1638229,EstimatedTime,traffic_report
AarhusTrafficData197868,Property-52409d8d-7f29-4132-a594-c3ab13cefe66,AvgSpeed,traffic_report
AarhusTrafficData197868,Property-60535df5-2961-44dd-bb54-80a572bd8ab5,CongestionLevel,traffic_report
AarhusTrafficData197868,Property-81e9a246-d312-4cb7-806e-7ef76f59fb43,VehicleCount,traffic_report
AarhusTrafficData197868,Property-8bcbfcaf-1d0e-41f8-8181-36c03eedfb2f,MeasureTime,traffic_report
AarhusTrafficData197896,Property-21635a79-a939-40b2-b8a8-757f28b375a3,VehicleCount,traffic_report
AarhusTrafficData197896,Property-3696947e-c48e-425e-a411-baced265b913,EstimatedTime,traffic_report
AarhusTrafficData197896,Property-6a1f957f-4338-4524-8a86-ee98d0ecffb9,AvgSpeed,traffic_report
AarhusTrafficData197896,Property-6bd26b2e-bb57-4921-86ef-637dea10a399,CongestionLevel,traffic_report
AarhusTrafficData197896,Property-d46b2285-c640-4a59-af1c-dc59801bc930,MeasureTime,traffic_report
AarhusTrafficData197922,Property-07f5eb54-3abc-41d7-8d98-0247c830654a,CongestionLevel,traffic_report
AarhusTrafficData197922,Property-7b0a7704-1570-4bb5-8632-e7d31b628782,EstimatedTime,traffic_report
AarhusTrafficData197922,Property-858a4686-eae9-4af1-ac68-833beb340574,VehicleCount,traffic_report
AarhusTrafficData197922,Property-d3a3a273-5cd5-461d-8331-200d5057257b,AvgSpeed,traffic_report
AarhusTrafficData197922,Property-fbcc6b2e-b189-4173-bb4d-7813ae6e2d05,MeasureTime,traffic_report
AarhusTrafficData197951,Property-0d35d4dc-f7a6-409f-97b1-44381f3a4c3e,MeasureTime,traffic_report
AarhusTrafficData197951,Property-1c5fa060-8a59-43cd-81ca-f8985535387e,AvgSpeed,traffic_report
AarhusTrafficData197951,Property-5ef7a90b-f428-4ad1-b1e4-8f58f7afe496,VehicleCount,traffic_report
AarhusTrafficData197951,Property-b3f82df3-6e4f-42af-af41-cd408bfcc0b8,EstimatedTime,traffic_report
AarhusTrafficData197951,Property-bcd95071-3082-47a2-9406-92f8ab947f3b,CongestionLevel,traffic_report
AarhusTrafficData197977,Property-66641435-9b48-41e1-b29b-1bf7d6415fce,AvgSpeed,traffic_report
AarhusTrafficData197977,Property-c39f3790-e562-4b9e-b17f-1215d26ac253,CongestionLevel,traffic_report
AarhusTrafficData197977,Property-e6f273c6-c4be-47ea-93b0-71e264606948,MeasureTime,traffic_report
AarhusTrafficData197977,Property-f4400183-b4fc-43a6-9490-ea5dbdeb0b22,EstimatedTime,traffic_report
AarhusTrafficData197977,Property-fbd089a9-2716-4e76-9954-d5108702e043,VehicleCount,traffic_report
AarhusTrafficData198005,Property-417dc539-f069-448b-a5bc-fcf86b956c6b,EstimatedTime,traffic_report
AarhusTrafficData198005,Property-5e7a7008-15f5-4d9f-be60-8d96c7f31b67,AvgSpeed,traffic_report
AarhusTrafficData198005,Property-69cf61c5-7c89-41b9-adf5-7326801b03ca,VehicleCount,traffic_report
AarhusTrafficData198005,Property-b71a6d17-9a38-4dfa-b9e6-1ffce8bc8d70,CongestionLevel,traffic_report
AarhusTrafficData198005,Property-fa13a05f-3857-45d3-8cb4-da556595b3be,MeasureTime,traffic_report
AarhusTrafficData198031,Property-754b5b2b-516b-4162-a353-9ccf48b1bf44,CongestionLevel,traffic_report
AarhusTrafficData198031,Property-8cf89667-328a-4744-bc14-9b86103925c2,AvgSpeed,traffic_report
AarhusTrafficData198031,Property-98a6a352-7e67-4c47-bc18-66b211850305,EstimatedTime,traffic_report
AarhusTrafficData198031,Property-d933ab20-4d7c-4b4e-9090-6f210578b432,MeasureTime,traffic_report
AarhusTrafficData198031,Property-f5acc163-1d3d-49d1-abb5-0fde6e2cf6e3,VehicleCount,traffic_report
AarhusTrafficData198059,Property-491a7748-6e78-416e-aab9-ec059f483647,MeasureTime,traffic_report
AarhusTrafficData198059,Property-c09361ed-681e-45df-baf3-05604b269f13,EstimatedTime,traffic_report
AarhusTrafficData198059,Property-d11269c2-3b8d-4303-8f87-0a850b09618f,CongestionLevel,traffic_report
AarhusTrafficData198059,Property-eebd6ecd-e772-4b09-8118-43581bea2a7f,AvgSpeed,traffic_report
AarhusTrafficData198059,Property-f792b99b-730c-44d6-a2d4-07cae8ab6f2d,VehicleCount,traffic_report
AarhusTrafficData198085,Property-375a8779-0fb9-4980-afa4-09fb3c0364a6,EstimatedTime,traffic_report
AarhusTrafficData198085,Property-4a05d037-8e24-4a5a-9306-b69486e816c2,AvgSpeed,traffic_report
AarhusTrafficData198085,Property-83ec4722-3f03-42db-8399-87f56b78dc95,VehicleCount,traffic_report
AarhusTrafficData198085,Property-87f9ea6a-bb72-4c12-8648-dc90bf011f6f,CongestionLevel,traffic_report
AarhusTrafficData198085,Property-b949f0d2-fac5-4074-9c11-4a6aa318ed39,MeasureTime,traffic_report
AarhusTrafficData198113,Property-161861d3-5307-4275-817a-5b901d7e0ca3,EstimatedTime,traffic_report
AarhusTrafficData198113,Property-25b493b0-3566-49a8-b2c4-61acc380f2a3,CongestionLevel,traffic_report
AarhusTrafficData198113,Property-4820a978-02be-4c65-add6-a087afc94a60,MeasureTime,traffic_report
AarhusTrafficData198113,Property-6d819e81-2748-4b3d-9d32-c60a63577787,AvgSpeed,traffic_report
AarhusTrafficData198113,Property-fbf4071c-192a-4d7a-a8f0-598d91216ddb,VehicleCount,traffic_report
AarhusTrafficData198139,Property-3b6aa8f8-adf3-408f-b5f9-df637fb0be8f,AvgSpeed,traffic_report
AarhusTrafficData198139,Property-70b1e0a1-b9b8-46ad-93c8-dbecd6f6ed48,CongestionLevel,traffic_report
AarhusTrafficData198139,Property-91eba3be-26ae-438c-8c01-3ddac708fa09,VehicleCount,traffic_report
AarhusTrafficData198139,Property-cbb2919e-c473-4273-baba-241107181fd5,EstimatedTime,traffic_report
AarhusTrafficData198139,Property-e2a9e89e-b0f2-4a3a-8929-cb652eef72d7,MeasureTime,traffic_report
AarhusTrafficData198167,Property-60e9c866-91b1-4c03-9faa-f06b43d11a8d,MeasureTime,traffic_report
AarhusTrafficData198167,Property-9e11b6b9-5c96-44d7-969f-19d08bd276d1,CongestionLevel,traffic_report
AarhusTrafficData198167,Property-cdcdaab3-8dd1-4909-b32c-bd49d60bb8bd,VehicleCount,traffic_report
AarhusTrafficData198167,Property-f16075cd-df01-4838-bcf3-4f4a3234a17b,EstimatedTime,traffic_report
AarhusTrafficData198167,Property-f8a80950-0c11-4f7b-9deb-4048d35eedf7,AvgSpeed,traffic_report
AarhusTrafficData198193,Property-31b23e5b-f749-4b40-ba95-28045e63cd1f,CongestionLevel,traffic_report
AarhusTrafficData198193,Property-33799cdd-0a35-4cb0-a553-52c3e687f9f0,EstimatedTime,traffic_report
AarhusTrafficData198193,Property-abcf69ce-eecd-496f-bf6b-b686cdebd36f,MeasureTime,traffic_report
AarhusTrafficData198193,Property-b35d07c5-ffba-4c64-9910-51499ddd0ac6,AvgSpeed,traffic_report
AarhusTrafficData198193,Property-c6c7e11d-2288-4b31-8a8f-6ba9e223fe42,VehicleCount,traffic_report
AarhusTrafficData198221,Property-25fa26a7-5653-45d2-b0cb-79a70331be0b,AvgSpeed,traffic_report
AarhusTrafficData198221,Property-33f3dd3d-3544-4199-81d8-f325fe1d61af,EstimatedTime,traffic_report
AarhusTrafficData198221,Property-37469614-dce0-4d7c-b329-20871f53279a,CongestionLevel,traffic_report
AarhusTrafficData198221,Property-b90d8a56-3c14-49b6-99b0-ddbcd091c282,VehicleCount,traffic_report
AarhusTrafficData198221,Property-e0300e6b-5508-4da0-9b9e-48eccfbfec12,MeasureTime,traffic_report
AarhusTrafficData198247,Property-2597a052-e731-4c75-9d95-23e768d22bb2,AvgSpeed,traffic_report
AarhusTrafficData198247,Property-533a68bb-8f6e-4feb-b3aa-4bf699b6ee1f,CongestionLevel,traffic_report
AarhusTrafficData198247,Property-59ccab79-a386-4b6a-98d7-18b840f74f06,EstimatedTime,traffic_report
AarhusTrafficData198247,Property-5aea65d5-d985-4b02-9ac9-acb9f2e50fc9,MeasureTime,traffic_report
AarhusTrafficData198247,Property-68ed3e63-a6b4-4f2d-8e24-15cd6ada3c8d,VehicleCount,traffic_report
AarhusTrafficData198275,Property-042120eb-59f6-4783-8198-024387727eb0,EstimatedTime,traffic_report
AarhusTrafficData198275,Property-15c2c25e-96e1-443f-a56d-e9c8880e085f,CongestionLevel,traffic_report
AarhusTrafficData198275,Property-7d989427-c199-422d-b8cc-9c2a20a1380e,MeasureTime,traffic_report
AarhusTrafficData198275,Property-86e8565e-8553-4c2d-afdd-aaecfd9d02a4,AvgSpeed,traffic_report
AarhusTrafficData198275,Property-e4ecab1a-bf3e-46fb-9b27-266e45c9c333,VehicleCount,traffic_report
AarhusTrafficData198301,Property-5ef5e713-7d81-49d4-b1b8-b4ca916015d0,EstimatedTime,traffic_report
AarhusTrafficData198301,Property-a9e0c603-c8b3-4a4a-97d5-f6e8ebd1094f,CongestionLevel,traffic_report
AarhusTrafficData198301,Property-c2826766-2114-4a52-9ccd-dbdd860085f8,VehicleCount,traffic_report
AarhusTrafficData198301,Property-ef5ae0e0-047c-4fdc-a300-49d8f6822b95,MeasureTime,traffic_report
AarhusTrafficData198301,Property-f6d45248-82c4-4344-9dba-8ef9aba3cfb5,AvgSpeed,traffic_report
AarhusTrafficData198330,Property-25cad22c-4b3d-4124-abd4-a1def11c984d,MeasureTime,traffic_report
AarhusTrafficData198330,Property-4fb5ddc9-76d5-40a6-8782-249b6f106f88,CongestionLevel,traffic_report
AarhusTrafficData198330,Property-65c42db6-49d1-4105-bdbc-bd8eb3a08755,VehicleCount,traffic_report
AarhusTrafficData198330,Property-dfc62247-995d-4e6d-9ca4-6dfd33f9230f,EstimatedTime,traffic_report
AarhusTrafficData198330,Property-f7ccbfb4-947e-4f77-8f37-d222be93af93,AvgSpeed,traffic_report
AarhusTrafficData201183,Property-0ccc7344-ae96-4ab0-930c-3487c98363aa,CongestionLevel,traffic_report
AarhusTrafficData201183,Property-63ebd7a1-ebd9-451e-af22-c4b4631c8121,EstimatedTime,traffic_report
AarhusTrafficData201183,Property-96c06641-8f64-4a54-8fc2-28a2ec2367e3,VehicleCount,traffic_report
AarhusTrafficData201183,Property-9ce505cc-dd01-4aa4-a094-aff72a9334a2,MeasureTime,traffic_report
AarhusTrafficData201183,Property-9d00e71b-011b-420d-8ff2-203cd0e21d75,AvgSpeed,traffic_report
AarhusTrafficData201211,Property-018be080-bb2a-44ae-adb4-992881dacbd4,AvgSpeed,traffic_report
AarhusTrafficData201211,Property-33f408bd-09ed-4bca-a146-23148ef54cd7,EstimatedTime,traffic_report
AarhusTrafficData201211,Property-495aa1ec-df7f-43f1-9ded-a0d739239094,CongestionLevel,traffic_report
AarhusTrafficData201211,Property-7dc207d2-c61d-4c1c-9334-1bd6db04970f,VehicleCount,traffic_report
AarhusTrafficData201211,Property-bb08fc74-9dfc-44d0-ad4e-e11e0ea15e77,MeasureTime,traffic_report
AarhusTrafficData201237,Property-1239a827-523c-4d0c-b7d8-7259082f31d1,AvgSpeed,traffic_report
AarhusTrafficData201237,Property-14f4a311-2680-409d-baef-5f3495760753,EstimatedTime,traffic_report
AarhusTrafficData201237,Property-cf1c29a2-b801-46db-9234-807a28fdf090,CongestionLevel,traffic_report
AarhusTrafficData201237,Property-d4e0e47e-f36c-46d7-b073-2697a6be45ae,MeasureTime,traffic_report
AarhusTrafficData201237,Property-d9990f19-3293-4219-add1-267579b7d8c2,VehicleCount,traffic_report
AarhusTrafficData201265,Property-228b7d26-a43b-4596-a5c8-850e1cd1a63d,EstimatedTime,traffic_report
AarhusTrafficData201265,Property-63838822-c767-4599-b608-c1e958dc6a96,AvgSpeed,traffic_report
AarhusTrafficData201265,Property-837cf852-e0b9-426b-bc28-a9bc89f5f798,CongestionLevel,traffic_report
AarhusTrafficData201265,Property-83ddb307-3b68-48ce-a9bf-581ddb637db9,MeasureTime,traffic_report
AarhusTrafficData201265,Property-942012a4-b8c4-4b1a-a198-f363df33be59,VehicleCount,traffic_report
AarhusTrafficData201291,Property-74cc24d5-34b4-47fc-9e84-04e119f2c09a,EstimatedTime,traffic_report
AarhusTrafficData201291,Property-95917658-92ce-49f4-b7ea-85c2d468c0ee,AvgSpeed,traffic_report
AarhusTrafficData201291,Property-adb058d2-1e3a-4b50-83de-02e8ae8efd20,CongestionLevel,traffic_report
AarhusTrafficData201291,Property-b899c5c7-ff60-4861-8748-94ea54a8e4e3,MeasureTime,traffic_report
AarhusTrafficData201291,Property-c87915da-53f4-458e-a519-b2c8a29cd0cd,VehicleCount,traffic_report
AarhusTrafficData201319,Property-6349ab3c-9fcb-4ea7-a4e9-cab96e6a9659,CongestionLevel,traffic_report
AarhusTrafficData201319,Property-9733a2bf-a92a-46f4-a54f-fcd95f7f9b9b,AvgSpeed,traffic_report
AarhusTrafficData201319,Property-b444252b-c352-411f-bbf8-7aab15401abd,VehicleCount,traffic_report
AarhusTrafficData201319,Property-f1423742-f4e5-4f2b-a113-f17d5ec9415d,MeasureTime,traffic_report
